,0,1,2,3,4
0,98112.97,882357508.6499872,222207.34240790334,-1559511550.543035,149954.65722069587
1,127893.159,882212102.0873249,222192.0210584885,-1559121514.9116151,149954.46792296102
2,138938.871,881934717.8290263,222165.19189024146,-1558481481.7754438,149953.0417565648
3,139524.685,881529784.8403105,222126.95327586765,-1557589320.4521258,149950.594779937
4,139875.239,880978259.1493156,222076.5140296604,-1556458011.626904,149946.4667796781
5,135641.745,880269265.480847,222013.35235602414,-1555075020.495647,149940.09240726274
6,122696.745,879397098.7950059,221937.35347145263,-1553444182.4745955,149931.61964596776
7,137743.895,878644236.528238,221860.9712253306,-1551539528.1299155,149930.6922018049
8,141967.037,877668147.100084,221769.0167561432,-1549397476.6418228,149925.27145541526
9,142831.306,876506861.3325521,221663.3018247931,-1547008058.3373005,149916.81382443086
10,143252.465,875210247.9245229,221545.69974912796,-1544364240.47267,149907.1879907316
11,139320.516,873740136.1095465,221414.71381817933,-1541498186.5722907,149894.97754944165
12,137734.926,872091484.1767497,221269.9999852204,-1538373688.3415003,149879.55080562935
13,123426.003,870266535.1834421,221111.94799449545,-1535000985.4897141,149861.75803884474
14,138324.109,868785946.5885917,220963.5500427175,-1531333036.6007128,149859.29271531655
15,142405.036,866983168.990472,220795.13960015363,-1527438234.2488875,149848.72750050543
16,143341.418,864936455.2887172,220610.49068577043,-1523298642.0702865,149833.16614042144
17,145550.841,862749574.487906,220413.59359279374,-1518901685.2712963,149816.36647552354
18,143823.482,860361964.4926629,220202.1162573943,-1514299250.2090068,149796.05805621424
19,138669.794,857772444.3220154,219975.81102253706,-1509431671.547626,149771.4886524994
20,121741.158,854990339.2484266,219735.5449891068,-1504316072.9005024,149744.2034802226
21,139010.637,852791540.0961766,219515.48871818162,-1498883521.4580226,149740.52563567093
22,142231.444,850163193.4080366,219270.65033507592,-1493237076.213883,149724.89383518533
23,142273.596,847234330.5072491,219007.1953019954,-1487349713.136187,149702.37218589825
24,142284.274,844161715.4296628,218731.17988242354,-1481202241.1810555,149678.58982423772
25,141304.177,840860802.1491023,218439.37264873856,-1474866278.3238654,149650.36772336587
26,134281.532,837334809.8654544,218131.64083862604,-1468258294.7709107,149616.84399327677
27,120783.437,833600878.284385,217809.3660847568,-1461402329.9774423,149580.2888329664
28,135272.964,830672284.9803606,217517.21233700172,-1454205650.8113737,149575.01114100302
29,140053.821,827206258.7311409,217195.48234766512,-1446807083.8931403,149553.89370496746
30,140023.068,823387788.3977079,216852.93711462608,-1439169604.9041119,149524.12979184103
31,138421.969,819407880.0249494,216497.02503179974,-1431268998.9943945,149492.7915888686
32,138483.662,815182934.9363817,216124.428996848,-1423196853.1422348,149456.2777062509
33,134707.793,810708855.1270276,215734.76855455653,-1414845840.1970105,149413.38637987693
34,118290.883,806011572.7204404,215329.98460757884,-1406247309.006937,149367.1550784328
35,114825.214,802368289.8051007,214966.24835876757,-1397285948.1743126,149360.81527426833
36,131358.184,798077081.2157445,214568.0422034817,-1388136472.7339199,149334.692657701
37,138372.414,793379704.7443845,214146.7529426801,-1378751596.9430463,149298.1204191187
38,140386.448,788531378.8165263,213712.2762469386,-1369100796.004895,149260.23907387318
39,140402.977,783395720.4633471,213259.42821829996,-1359296026.0249004,149215.92223173138
40,135554.06,777986163.2333364,212788.3517318816,-1349205512.4067664,149164.13127983327
41,118978.942,772337688.8632777,212301.56788866225,-1338867947.9545476,149108.6914094238
42,134632.72,767979833.3620871,211866.30338656434,-1328137669.1034496,149101.21897340528
43,140766.921,762848546.434675,211391.09057988023,-1317235409.7228863,149069.51066836252
44,142388.013,757254167.5294955,210890.41858306187,-1306101393.732481,149025.45959911766
