,0,1
0,1.0,1.0
1,1.0,1.6785714285714286
2,1.0,2.357142857142857
3,1.0,3.0357142857142856
4,1.0,3.7142857142857144
5,1.0,4.392857142857143
6,1.0,5.071428571428571
7,1.0,5.75
8,1.0,6.428571428571429
9,1.0,7.107142857142858
10,1.0,7.7857142857142865
11,1.0,8.464285714285715
12,1.0,9.142857142857142
13,1.0,9.821428571428571
14,1.0,10.5
15,1.0,11.178571428571429
16,1.0,11.857142857142858
17,1.0,12.535714285714286
18,1.0,13.214285714285715
19,1.0,13.892857142857144
20,1.0,14.571428571428573
21,1.0,15.25
22,1.0,15.928571428571429
23,1.0,16.607142857142858
24,1.0,17.285714285714285
25,1.0,17.964285714285715
26,1.0,18.642857142857142
27,1.0,19.321428571428573
28,1.0,20.0
29,1.6785714285714286,1.0
30,1.6785714285714286,1.6785714285714286
31,1.6785714285714286,2.357142857142857
32,1.6785714285714286,3.0357142857142856
33,1.6785714285714286,3.7142857142857144
34,1.6785714285714286,4.392857142857143
35,1.6785714285714286,5.071428571428571
36,1.6785714285714286,5.75
37,1.6785714285714286,6.428571428571429
38,1.6785714285714286,7.107142857142858
39,1.6785714285714286,7.7857142857142865
40,1.6785714285714286,8.464285714285715
41,1.6785714285714286,9.142857142857142
42,1.6785714285714286,9.821428571428571
43,1.6785714285714286,10.5
44,1.6785714285714286,11.178571428571429
45,1.6785714285714286,11.857142857142858
46,1.6785714285714286,12.535714285714286
47,1.6785714285714286,13.214285714285715
48,1.6785714285714286,13.892857142857144
49,1.6785714285714286,14.571428571428573
50,1.6785714285714286,15.25
51,1.6785714285714286,15.928571428571429
52,1.6785714285714286,16.607142857142858
53,1.6785714285714286,17.285714285714285
54,1.6785714285714286,17.964285714285715
55,1.6785714285714286,18.642857142857142
56,1.6785714285714286,19.321428571428573
57,1.6785714285714286,20.0
58,2.357142857142857,1.0
59,2.357142857142857,1.6785714285714286
60,2.357142857142857,2.357142857142857
61,2.357142857142857,3.0357142857142856
62,2.357142857142857,3.7142857142857144
63,2.357142857142857,4.392857142857143
64,2.357142857142857,5.071428571428571
65,2.357142857142857,5.75
66,2.357142857142857,6.428571428571429
67,2.357142857142857,7.107142857142858
68,2.357142857142857,7.7857142857142865
69,2.357142857142857,8.464285714285715
70,2.357142857142857,9.142857142857142
71,2.357142857142857,9.821428571428571
72,2.357142857142857,10.5
73,2.357142857142857,11.178571428571429
74,2.357142857142857,11.857142857142858
75,2.357142857142857,12.535714285714286
76,2.357142857142857,13.214285714285715
77,2.357142857142857,13.892857142857144
78,2.357142857142857,14.571428571428573
79,2.357142857142857,15.25
80,2.357142857142857,15.928571428571429
81,2.357142857142857,16.607142857142858
82,2.357142857142857,17.285714285714285
83,2.357142857142857,17.964285714285715
84,2.357142857142857,18.642857142857142
85,2.357142857142857,19.321428571428573
86,2.357142857142857,20.0
87,3.0357142857142856,1.0
88,3.0357142857142856,1.6785714285714286
89,3.0357142857142856,2.357142857142857
90,3.0357142857142856,3.0357142857142856
91,3.0357142857142856,3.7142857142857144
92,3.0357142857142856,4.392857142857143
93,3.0357142857142856,5.071428571428571
94,3.0357142857142856,5.75
95,3.0357142857142856,6.428571428571429
96,3.0357142857142856,7.107142857142858
97,3.0357142857142856,7.7857142857142865
98,3.0357142857142856,8.464285714285715
99,3.0357142857142856,9.142857142857142
100,3.0357142857142856,9.821428571428571
101,3.0357142857142856,10.5
102,3.0357142857142856,11.178571428571429
103,3.0357142857142856,11.857142857142858
104,3.0357142857142856,12.535714285714286
105,3.0357142857142856,13.214285714285715
106,3.0357142857142856,13.892857142857144
107,3.0357142857142856,14.571428571428573
108,3.0357142857142856,15.25
109,3.0357142857142856,15.928571428571429
110,3.0357142857142856,16.607142857142858
111,3.0357142857142856,17.285714285714285
112,3.0357142857142856,17.964285714285715
113,3.0357142857142856,18.642857142857142
114,3.0357142857142856,19.321428571428573
115,3.0357142857142856,20.0
116,3.7142857142857144,1.0
117,3.7142857142857144,1.6785714285714286
118,3.7142857142857144,2.357142857142857
119,3.7142857142857144,3.0357142857142856
120,3.7142857142857144,3.7142857142857144
121,3.7142857142857144,4.392857142857143
122,3.7142857142857144,5.071428571428571
123,3.7142857142857144,5.75
124,3.7142857142857144,6.428571428571429
125,3.7142857142857144,7.107142857142858
126,3.7142857142857144,7.7857142857142865
127,3.7142857142857144,8.464285714285715
128,3.7142857142857144,9.142857142857142
129,3.7142857142857144,9.821428571428571
130,3.7142857142857144,10.5
131,3.7142857142857144,11.178571428571429
132,3.7142857142857144,11.857142857142858
133,3.7142857142857144,12.535714285714286
134,3.7142857142857144,13.214285714285715
135,3.7142857142857144,13.892857142857144
