,0,1,2,3,4
0,98112.97,123833.41429357734,63913.88605789747,142577.36570823778,113212.91093137808
1,127893.159,131754.51892870048,76071.48473811419,145063.5081274203,126263.97572296431
2,138938.871,136349.76234199948,84662.34414977265,145938.0950234421,135690.03441712697
3,139524.685,136936.79934015233,87538.94665253468,147595.94025820063,136259.39680434103
4,139875.239,137288.91428401732,85651.15651994455,146824.52586588438,136599.86953067296
5,135641.745,133057.33358323097,82270.31016344146,143210.25798903021,132481.5759054548
6,122696.745,120114.57618369478,69252.80029799714,138872.23715301353,121317.39739471718
7,137743.895,134500.28594851185,83687.82703573433,146193.84284607176,134524.59392263996
8,141967.037,139390.42635279743,88161.8249575389,148867.91869786053,140938.67446905185
9,142831.306,141219.12294213168,91513.18225763651,149715.80228565718,145263.7845016206
10,143252.465,140682.77098379203,91698.04263374754,150118.85015786134,143026.36311939015
11,139320.516,140027.1919145231,88136.03562549822,149039.54067333517,141088.6360773131
12,137734.926,135173.46666881093,84075.80406113315,144560.12889959489,134757.87839123924
13,123426.003,120797.4209586672,70001.23756419297,138565.64614187085,121986.69665393252
14,138324.109,134147.08703852634,84452.97881354188,146896.87158665748,135079.95440056935
15,142405.036,138667.63876371723,89031.52500092493,149785.91389068787,142160.8320621923
16,143341.418,140692.1596064867,92058.63070043668,151076.270019516,146627.1735143845
17,145550.841,141236.9190688456,92706.83128100482,150984.10662194327,145356.71068557753
18,143823.482,141200.5540554866,91181.45915812238,150382.4478154877,144450.94815657564
19,138669.794,136148.13837164853,86396.10189919347,145654.09690874087,138982.7568887257
20,121741.158,120358.03581932004,71513.67366835108,138535.64197036807,125598.99355991898
21,139010.637,134729.78520854257,86130.46956372689,147871.90825107653,138965.540694094
22,142231.444,138865.7589351732,89889.1622480661,150774.97162420143,144180.08079817967
23,142273.596,139782.2596498193,92188.84259952005,152248.88098054682,146685.45780845548
24,142284.274,139801.35463842473,92658.61226279725,151525.94171860418,145002.00105152855
25,141304.177,138830.0354834413,90307.5253551926,151209.00729959641,143330.22927162348
26,134281.532,133993.46786069218,85255.90090817452,146270.73957164006,137015.11031563088
27,120783.437,118327.8055692391,70146.67220112674,138047.18954086883,123093.19795691327
28,135272.964,132827.19956364762,85637.93164194563,148202.89265068574,136100.24177805445
29,140053.821,137618.21508008332,90084.11235332387,151124.11249718617,141676.62734777178
30,140023.068,138745.61828376056,91925.11801526617,152853.2615847294,144351.97178502785
31,138421.969,134821.99200193147,87979.31120713841,151088.70415765847,142703.4876713589
32,138483.662,136080.51290153468,89636.5195899908,150713.8576966721,142763.30999419244
33,134707.793,132316.19137708738,84795.9952852673,142495.9040442162,135616.49391848015
34,118290.883,115911.03283559823,68790.33632520959,125388.48922746189,115539.24517066775
