,0,1,2,3,4
0,98112.97,128293.50675643035,126110.03389771457,126960.05138717177,128651.62216448065
1,127893.159,134869.97430509081,134979.1577285561,131709.53508187563,133921.42000786445
2,138938.871,138424.00197321808,138571.0198741877,134749.48827623748,137375.84922973378
3,139524.685,139009.94386506424,140497.30797542303,136552.5036204455,138710.4022138025
4,139875.239,139360.65348143477,139796.20832033802,135685.54325544075,138277.07143073072
5,135641.745,135127.3851513223,135867.5927029966,132942.8527490194,135060.44484463532
6,122696.745,122182.63648630453,123676.61569641577,125006.08740091308,128309.79813611215
7,137743.895,136391.10079763987,137671.44494002618,133906.29494731783,136208.5831774209
8,141967.037,141453.5175464529,143023.06529350346,137776.3245204897,140285.77943722415
9,142831.306,143072.53558065477,143889.9052652215,139729.08418477618,142774.95570753084
10,143252.465,142739.69742766058,144311.66028824312,139942.4794638328,142021.04645784208
11,139320.516,141906.8677420462,142276.54601687644,137854.30047403925,140658.88813725123
12,137734.926,136950.3733857943,137657.13670765204,133542.58734739706,136176.12551306127
13,123426.003,122237.20359862313,123404.64651873798,123389.35082795922,127353.63362516613
14,138324.109,135649.40313314006,137137.50270175547,134130.74269846932,136732.96496692637
15,142405.036,140261.4085306015,142216.61659313983,138509.43716041092,141502.90244242147
16,143341.418,142347.7001301383,143234.86364924526,140994.14386593702,144685.8169146969
17,145550.841,143034.3114417589,144530.28661026296,141355.69513121445,143694.0270816245
18,143823.482,143007.3819902902,143711.3416296359,140040.9218752322,143138.04354629078
19,138669.794,138162.22641807835,138576.51303270695,135796.39562210636,138515.90691305764
20,121741.158,122530.5600770859,124102.04231446481,125549.6945200937,128854.37194941267
21,139010.637,136458.96932348068,137643.12791925046,136447.10749339018,139172.2421874883
22,142231.444,140604.77033303652,142117.23355356805,140419.13962188928,143461.99388934314
23,142273.596,141769.29398930023,142441.68218446308,142583.75397192602,146379.7070721535
24,142284.274,141879.0737108842,143313.94131710322,142433.29211030982,144405.66324701265
25,141304.177,140801.7594410416,141735.7533196604,140948.57827280968,143833.55631229517
26,134281.532,135994.67502583162,136842.94756732244,136145.28321353832,138814.9764119525
27,120783.437,120283.0192855004,121718.2578816137,124585.84475305906,127787.06945377929
28,135272.964,134773.61678861617,136032.12030367088,137130.5210926526,139092.6836560709
29,140053.821,139715.73289325304,141060.57581646324,141340.31826297322,143558.891341065
30,140023.068,141322.60706662666,141452.4045249452,143822.41107076086,146933.46476702575
31,138421.969,136862.53020588835,138298.02263760127,142220.10325338933,143952.63719441945
32,138483.662,137988.90949858612,139369.21498278878,141092.11477476452,143822.42264672526
33,134707.793,134214.37223970337,134592.16241475366,133373.35049991996,136006.38224101052
34,118290.883,117798.64462453821,118434.8780295627,114079.87961093517,117148.36130131703
35,114825.214,114334.34803951743,115710.0089453171,118618.56105978339,121513.0169778122
36,131358.184,129683.68966168148,131322.95775522516,134093.17996782745,136826.6098748346
37,138372.414,137060.08957681514,137899.41402938223,142163.26212527868,145819.3886124397
38,140386.448,140146.46377280034,141363.09232921398,143662.60639305308,144900.41044460403
39,140402.977,139917.8085472559,141092.515396645,142745.05585303824,145271.1891444759
40,135554.06,135070.3037394362,135803.73916687578,136955.4008851955,139513.8033705743
41,118978.942,118496.77649158874,118896.07828946746,122764.04038070868,125700.98432328852
42,134632.72,134488.39367486275,135569.51864145094,138019.36712704503,139863.80961653485
43,140766.921,140287.9553285963,142015.90883686513,142922.54879135956,145020.89564172694
44,142388.013,142306.02368260367,143347.20351218907,145548.77357304888,148939.25185869396
45,141512.758,143118.48189752433,143963.69688652124,144823.16118802782,145673.32144530566
46,143518.308,144037.8767420837,145009.8417686073,144358.28862088578,146509.735282967
47,139855.639,139383.51543750553,139938.64912191595,139175.31236675658,140952.7731181339
48,123513.048,123042.71222637521,124377.04791997447,126484.4713191271,127675.43541100094
49,138522.284,138978.30861026383,139734.2601497626,139843.11170448907,141106.57905937155
50,145852.346,144360.5807313387,145429.35809049726,143866.90306915966,145487.06047434438
51,146222.933,146347.81548303127,146961.99927104078,146309.47405632175,149273.7880254386
52,147810.57,146630.78991555417,146725.7083939527,145610.63142061947,145750.21627334677
53,149661.403,147407.55833490903,147638.2023255242,145420.54874342366,147082.2930857259
54,141560.211,143095.583296686,143441.03422190875,140296.64659941974,141733.05614859093
55,126207.813,125751.15985278267,127045.56133127061,127035.68117579543,127972.91821788093
56,143092.742,142423.01762554393,142837.40289254885,141076.99750068222,141590.85696015216
57,148622.933,147332.30372166788,148267.7054825364,145038.5166511417,145977.85380630058
58,149761.54,149311.31101706257,149685.7708991908,147436.39955883942,149878.15319350592
59,149397.901,148949.88671249396,149099.4013969422,146605.69498108973,146968.5106208121
60,150323.211,149877.43047251983,150126.78340344207,146572.77086156383,148616.97181640068
61,145664.773,144994.9033241867,144986.62594828795,141407.6633231885,143011.0915412417
62,128626.571,128185.39719968701,128393.31068063914,128254.56424115645,128776.36758038386
63,142361.871,143390.28309888608,143550.88221882228,142150.55040958797,143220.48382598313
64,148376.867,147943.55456357333,148990.76025721894,146755.02907173082,148208.2218930332
65,150250.909,149816.94443937726,150983.23109280772,150018.27675372496,152869.47161471995
66,150109.144,149677.66558997222,149802.50156325914,149864.02913801238,149570.77168291237
67,150685.403,150398.0120744644,150803.27807223445,150752.74892689538,152205.23749039875
68,147091.155,146217.39282350638,146743.30445730037,146333.4449627397,147427.72957884922
69,129480.963,130290.15875399705,130592.24263690253,133211.0075791786,133260.19578864955
70,145532.716,145111.4861071069,145711.65753521834,148272.3721300463,148138.70544321567
71,150064.213,149645.6662355192,150894.79677762295,151942.60908590985,152498.61392846613
72,150925.573,151089.8767176901,152177.97305708443,153988.80020332767,156394.66297853086
73,151671.991,151258.83840880642,151269.479296473,152590.74111351598,152140.6838511924
74,152727.028,151721.44470125966,152172.73191397145,152448.66001673392,154124.03047887707
75,145596.148,146527.64231438673,146605.68810931104,146611.2384490077,148210.16478658383
76,126597.24,126192.51252823214,127295.44922036305,130309.48607048644,132591.5023728162
77,129948.842,129547.02120589484,130652.6972627379,133658.1380855469,136067.5673312884
78,146737.407,149853.54944544358,150550.77017215788,150444.01684944666,152652.60570401995
79,153078.182,151228.69120502906,152052.63279397725,152645.59041811884,156728.62311204357
80,153012.566,151762.07212324758,152029.95657379163,151661.77172015148,152759.267043933
81,152974.034,151798.00122675355,152503.30723020504,151843.29609465113,155234.9249468572
82,148841.112,147280.0844533947,148000.26867309332,146259.08267202717,149850.2762491596
83,131001.149,130617.36437126226,131486.0000773403,131367.51405866662,134161.51465361146
84,146240.661,145860.0519035398,146554.26211573207,146427.11202154664,149597.40168253603
85,151531.01,151153.5594380161,152255.81579824362,150165.16720587885,154016.17620120558
86,152500.144,152353.8121145736,153220.09649674039,151803.97999118187,157638.28389563598
87,153752.705,153381.72456245587,153890.6388776378,150306.36001842088,153162.68356247016
88,153709.545,153341.86225078205,154416.5335980442,150089.6910891412,155195.75582955714
89,148153.384,148155.70783556436,148828.93732971122,143821.76914265208,148996.43486852382
90,124466.231,124105.21308134793,125037.07171591188,126365.10632470323,124553.12723189621
91,140540.181,140068.2091024109,139783.11791863746,142023.27134894193,140877.7671335472
92,145349.582,144995.4183585482,144812.35092389508,145748.80907653936,144587.14647703347
93,141655.222,141304.55700877172,141138.14783802902,142767.36020291058,143265.62796093448
94,127742.354,127395.18391943748,128288.83874479802,127480.41925287874,125504.78565645595
95,111518.929,111175.30668876454,111990.26030310598,115173.46778167394,116312.19869821648
96,119664.185,119324.15346547286,120158.6634787671,121295.8552116917,121701.42387072326
97,119057.71,118721.26943248346,118578.54670869795,119828.09465459864,118070.11178367466
98,139902.225,141328.1189713631,140881.9284070882,143400.1198371544,141330.88620627963
99,148241.065,148698.37003182177,148521.78648858305,149534.3617677894,147737.88860420982
100,149272.449,150831.7334545292,150212.2604034844,151688.0381969418,151661.2751167987
101,150855.061,152043.04377430194,151425.33442037087,150746.35852913387,147712.49417630775
102,150615.573,151385.48346542704,151311.76232734253,150968.98364360194,150307.78461127958
103,147924.005,146341.08900814858,146258.3582366641,145127.63806009633,144519.39271662454
104,131226.098,129282.51558612709,129966.93331353564,129850.43858016506,127850.45482406714
105,146240.238,145934.18999273158,145766.70654124013,146411.40588187968,145489.37921208623
106,152242.342,151849.07163138117,152053.45669103885,151676.74066364483,151132.72366339026
107,155313.782,153897.33592698633,154124.1227641708,154426.35558599228,155576.68028637243
108,152270.268,154435.6843315058,154847.22562792676,154494.33848889446,152632.06974801613
109,151760.604,153330.67357530326,153962.95854725016,155364.4803323955,155967.44293175102
110,147905.347,147923.95272672203,148930.04914180547,149389.93543956417,150159.39615104362
111,131543.332,131261.52568589838,131927.5693784967,133340.32047212808,133000.3822752323
112,149229.87,146663.1211319704,147146.3095059378,148607.41006938342,148689.24789155924
113,156768.378,151993.63686249376,152716.4205380266,152351.46318642728,152832.1960161541
114,156248.827,153976.6239757792,154150.61634999496,153255.933599722,155388.80451336902
115,155878.709,153989.40317184085,153707.4297376517,151453.28067639386,150717.40015973826
116,153288.531,153028.03230124223,152464.8824574499,150759.076112665,152350.08437659522
117,147278.755,147022.64854019773,146467.35011829145,144012.03490062678,145484.7478187458
118,127534.102,129949.60038304896,129240.65946148614,127524.75879984666,127461.1895428681
119,139263.038,146252.34790209724,145267.18513240493,142827.37907117006,143823.38259720115
120,136087.874,135845.10942315284,136384.51391007664,139647.906146479,140487.06972485024
121,150405.094,154166.5217887092,155067.55676431907,153961.3556536764,155231.275334091
122,154797.108,154658.7872894406,155144.6064637275,153320.4592332052,151569.5653832693
123,155627.426,155398.253321357,155418.88924552227,153855.88194720907,154059.72872303354
124,150156.047,149931.58768297773,150460.04416701914,148218.6889597532,148254.45204418356
125,134669.521,134449.6239194413,133810.6991897976,132302.09424586646,130968.07080308277
126,151742.661,150238.9257445999,150392.37267515308,147270.96406300066,146119.37347112008
127,156974.517,155136.11003369826,155999.6966240359,152497.88357242206,151117.94962831796
128,156601.596,155230.265689314,155615.58729404834,154825.64973301045,153979.58321812568
129,152427.41,152226.56842003367,152676.0493277823,155857.19580473268,150783.4435088114
130,156312.523,156116.64328171275,155760.3192933769,155513.20341662184,153243.76189585176
131,151877.009,151365.44689322778,151005.6458077901,149603.48951739134,147387.1792906849
132,135733.438,135547.1987595702,134779.08772230102,134158.46858186446,130297.30081166845
133,151744.464,153970.89251437696,153407.74963140127,151351.18588393138,148042.64274847246
134,158646.68,159480.02770199225,159378.25583100744,157005.18232172687,153969.12174415437
135,159597.834,160306.0741501632,159692.40038109198,158651.21547734688,157143.02038168773
136,160203.67,160024.65258482832,159497.6883353812,158711.00621841938,154896.53108739908
137,158839.418,158678.4542518544,157722.97724318117,159479.85132479813,157926.91622334317
138,154669.331,151587.15317524262,151153.35970412954,154137.1711615319,152963.6186863977
139,135908.494,137404.13644439232,136068.0776357944,138468.48789494083,136638.3038114787
140,153823.061,154374.15359173968,153850.7827007496,154700.46068689215,153557.62054163386
141,160916.748,160776.59190828892,160650.2955914293,159856.00599342622,159322.23385225426
142,160778.778,160643.9475771411,159678.21435726737,160078.0224816245,160829.65594521016
143,161064.777,159764.59736752108,159194.0221220416,158934.75217234239,157473.07256694554
144,158818.562,157674.81344499163,156764.6992665817,158352.3212043697,158480.84911874725
145,148142.079,149486.842324719,148536.0921260838,151586.08037232948,151444.69655014086
146,132029.7,131916.4082412399,130891.71204112544,134379.30590058648,132904.89902465913
147,148889.738,148781.80630755916,147672.07166614616,150599.3682377433,149852.0829875205
148,153825.751,154892.3713859323,153813.68043909955,156200.33479378937,155319.58472299227
149,153673.667,155573.2440381674,153644.46565071263,157096.830038271,156895.90387721863
150,156314.996,156223.882081071,155019.0082112465,157284.4510550922,154729.6851599722
151,158141.8,158240.29491377302,158353.36299974637,161554.55767057315,161378.98137475253
152,152330.368,152250.50313769034,152250.36438138146,155736.89174069176,155195.18346671746
153,135491.921,137285.1460483809,136443.07388889915,138894.11662726445,137264.03880461233
154,153434.384,152799.75166061998,152356.3857036417,154866.81697401195,152930.63118791094
155,158794.091,158766.39893551578,158575.9386758472,159494.2702180012,157203.213509602
156,158410.996,159128.47230889622,158293.40525775406,158826.03782597432,156852.53251727147
157,161591.143,159464.4135519037,159554.78511988322,157756.00604215864,153648.20442756597
158,161171.172,157163.9798341152,156770.0414004205,156541.27794936797,153170.97016687912
159,150343.613,149716.4305884961,148931.22571264568,148937.12633644533,145569.69091337343
160,131732.828,133217.2742664353,132465.50224407163,130698.5248276758,126698.47829358988
161,149206.731,149179.48849697353,147927.33635383984,147249.814991454,144200.98571427746
162,155192.867,154782.1513002764,153709.98420591303,152777.7429123445,149947.62647277102
163,156892.068,154239.91189413657,152853.9552711072,152700.65452482525,150559.18412036204
164,157073.383,153358.43818270628,153046.7610994878,152809.40215369308,149475.97425344394
165,151345.203,150125.43868517564,149132.99571731992,152301.5661992581,150236.93777187425
166,144385.01,143721.03287296122,142880.13505409373,146115.00741186604,144104.5584610973
167,129058.822,129068.44551666547,127600.16987084114,128620.93952232235,126500.93157414264
168,141698.752,144459.35675117973,142926.26982801745,145015.7794764705,142981.58912711346
169,146195.381,149389.77803291022,148230.40947960244,149507.58282317422,147727.10499267717
170,145822.789,148079.5640845408,146656.80339085957,147777.610891525,146519.58056374107
171,144151.834,146111.03816848394,145737.33484435806,146570.6948510346,144584.970341
172,142153.34,142549.29836254957,141704.45789896304,144435.8919058552,143317.18525510214
173,135218.937,135266.1111996067,134586.6107663053,136703.1285537853,134981.28148805833
174,122608.585,120084.6121580431,119481.762203772,118123.20401249756,115811.99296957694
175,137522.783,137583.68363755324,135890.65936811172,135644.3590766968,133634.5322885481
176,143307.287,143375.1732055393,141937.63356660254,141617.1993914235,139437.29703975376
177,142864.527,142729.32535316085,141174.2852618639,141037.99031128263,138683.239092021
178,140899.444,140980.19186368544,140244.16846496254,141623.11111423312,138484.2099137628
179,137800.725,137887.04310599086,136377.25088181713,140854.33527435738,138261.9505713499
180,131773.272,131867.35069398952,131138.9990311383,135018.41443030746,131950.05301414596
181,119077.261,119178.22648312387,117411.52604565749,117987.8106223494,115160.71545459922
182,131771.178,135233.507799068,132891.83890330826,135002.08308704672,131784.8188788543
183,139695.274,139371.28705277236,137279.58348572467,139140.72939702056,135910.56306027292
184,141961.279,137022.8303111755,134309.3386075719,136184.99154194587,132595.35483042378
185,133559.876,133686.98651598388,131762.0849344003,134768.7856039505,131015.37243860669
186,129230.279,129365.89006979822,127429.15963144571,131653.49233195165,128452.78887685848
187,121567.397,121707.9395560206,120760.6946925004,124136.95526127132,120263.61822711353
188,107506.331,107655.83508784042,106624.89931597297,105708.65145475022,101975.79944878016
189,127850.158,125562.78790804227,123398.87567483961,123030.2158572333,119782.2739914039
190,130988.174,132204.03673900344,130163.71240874974,129857.6443714016,126576.38053627984
191,127114.193,132847.2129763094,130217.62508821813,130288.23099121568,126211.19382469959
192,130072.169,133091.9922380467,131027.555986043,133238.18697670777,129181.7285990305
193,130597.974,132195.3782319221,129775.50922924733,133755.8589570168,129638.86402299015
194,128958.89,129152.18434825004,127845.36710880144,130202.76445735185,125080.84445994829
195,119862.4,120059.90536247136,117926.24515144812,115000.94425405716,110296.96166909857
196,137891.54,136635.67249863266,134415.86758368692,133024.85294295388,127631.7755939145
197,142653.714,142866.5166447137,140990.39689918963,140011.43473130307,134255.51749089622
198,140881.104,141101.91503989135,138801.05511563114,138469.8709155092,131586.51771434932
199,140089.68,140318.74964414266,139122.9413552875,140263.33153230438,133742.72674325816
